"Börsdata ID";"Company";"Stock price - Current";"Info - Price Currency";"Info - Country";"Info - Ticker";"Info - Sector";"Market Cap - Current SEK";"P/E - Current";"Earnings/share - Growth 1y";"PEG - Current";"ROC - Current";"Rel. Perform - Perform. 1y"
"225";"Traction";"243.00";"SEK";"Sweden";"TRAC B";"Financials";"3888.0";"18.4";"-59.1%";"-0.3";"5.5%";"-17.6%"
"226";"TradeDoubler";"6.02";"SEK";"Sweden";"TRAD";"Consumer Durables";"394.0";"301.0";"137.3%";"2.2";"2.0%";"2.3%"
"1819";"Train Alliance";"20.50";"SEK";"Sweden";"TRAIN B";"Financials";"1622.8";"16.6";"248.0%";"0.1";"6.3%";"18.2%"
"836";"Trainers House";"2.70";"EUR";"Finland";"TRH1V";"Industrials";"65.0";"15.8";"437.4%";"0.0";"19.5%";"24.0%"
"2132";"Trainimal";"8.40";"SEK";"Sweden";"TRML";"Consumer Durables";"19.7";"35.1";"139.7%";"0.3";"9.2%";"1538.7%"
"2246";"Transfer Group";"0.11";"SEK";"Sweden";"TRNSF";"Industrials";"49.9";"-1.2";"-4515.8%";;"-57.2%";"-79.1%"
"541";"Transferator A";"0.99";"SEK";"Sweden";"TRAN A";"Financials";"95.2";"4.4";"-41.5%";"-0.1";"4.5%";"-65.5%"
"1393";"Transiro";"0.032";"SEK";"Sweden";"TIRO";"Technology";"24.4";"3.3";"406.3%";"0.0";"627.4%";"-1.7%"
"775";"Transtema";"5.40";"SEK";"Sweden";"TRANS";"Telecom";"231.9";"-1.8";"-1030.8%";;"-13.2%";"-70.8%"
"1861";"Traton";"315.00";"SEK";"Sweden";"8TRA";"Industrials";"157500.0";"9.4";"-44.9%";"-0.2";"6.0%";"-27.7%"
"229";"Trelleborg";"336.70";"SEK";"Sweden";"TREL B";"Materials";"77888.1";"21.4";"0.2%";"112.0";"12.7%";"-26.4%"
"1490";"Trianon";"18.10";"SEK";"Sweden";"TRIAN B";"Financials";"3337.2";"19.4";"32.6%";"0.6";"2.1%";"-17.8%"
"1832";"Tribox Group";"0.20";"SEK";"Sweden";"TRIBO B";"Industrials";"63.8";"-285.7";"98.5%";;"7.1%";"-37.4%"
"2159";"Trifork";"81.60";"DKK";"Denmark";"TRIFOR";"Technology";"2432.9";"20.9";"-38.6%";"-0.5";"9.6%";"-15.5%"
"2499";"Triona";"35.00";"SEK";"Sweden";"TRIONA";"Technology";"199.5";;"-100.0%";;"-47.2%";"-36.9%"
"746";"Troax Group";"94.10";"SEK";"Sweden";"TROAX";"Industrials";"5646.0";"37.8";"-55.8%";"-0.7";"7.5%";"-58.7%"
"2562";"Trondelag Sparebank";"113.12";"NOK";"Norway";"TRSB";"Financials";"557.2";;;;;"-10.8%"
"2155";"Trophy Games";"13.35";"DKK";"Denmark";"TGAMES";"Consumer Durables";"556.4";"29.4";"76.4%";"0.4";"42.0%";"88.0%"
"2275";"Truecaller";"11.01";"SEK";"Sweden";"TRUE B";"Technology";"3895.2";"9.7";"-25.5%";"-0.4";"54.0%";"-93.4%"
"955";"Tryg";"154.80";"DKK";"Denmark";"TRYG";"Financials";"142907.5";"17.5";"14.5%";"1.2";"7.2%";"-12.5%"
"844";"Tulikivi";"0.48";"EUR";"Finland";"TULAV";"Consumer Durables";"321.9";"-26.1";"-192.0%";;"-2.4%";"-9.6%"
"2351";"Tura Group";"4.96";"SEK";"Sweden";"TURA";"Consumer Durables";"244.2";"47.6";"-34.3%";"-1.4";"6.5%";"-12.9%"
"1209";"UIE";"372.00";"DKK";"Denmark";"UIE";"Financials";"17573.4";"18.8";"-37.9%";"-0.5";"25.5%";"1.4%"
"502";"Umida";"0.83";"SEK";"Sweden";"UMIDA B";"Food and Beverage";"36.8";"-4.6";"-2186.1%";;"-128.9%";"-55.6%"
"1431";"Unibap Space Solutions";"5.70";"SEK";"Sweden";"UNIBAP";"Technology";"355.1";"-15.6";"-465.0%";;"-22.1%";"-17.3%"
"1000";"United Bankers";"19.65";"EUR";"Finland";"UNITED";"Financials";"2412.7";"16.6";"-28.2%";"-0.6";"16.9%";"3.0%"
"1530";"Unlimit Group";"0.017";"DKK";"Denmark";"UNLGRP";"Technology";"114.8";"-7.4";"98.2%";;"-69.7%";"46.2%"
"352";"Unlimited Travel Group";"16.00";"SEK";"Sweden";"UTG";"Consumer Durables";"187.2";"9.1";"-11.2%";"-0.8";"51.1%";"-8.6%"
"2505";"Upgrade Invest Nordic";"3.60";"SEK";"Sweden";"UPGRAD";"Financials";"7.3";;;;;"-18.3%"
"699";"UPM-Kymmene";"25.11";"EUR";"Finland";"UPM";"Materials";"148416.2";"27.6";"11.0%";"2.5";"5.2%";"-16.0%"
"1790";"Upsales";"20.90";"SEK";"Sweden";"UPSALE";"Technology";"351.9";"15.7";"21.2%";"0.7";"-178.0%";"-50.3%"
"2213";"USWE Sports";"10.10";"SEK";"Sweden";"USWE";"Consumer Durables";"72.1";"-6.0";"-73.9%";;"-8.8%";"3.9%"
"2347";"W5 Solutions";"50.60";"SEK";"Sweden";"W5";"Technology";"888.5";"60.5";"166.9%";"0.4";"8.0%";"-28.5%"
"736";"Vaisala";"45.40";"EUR";"Finland";"VAIAS";"Industrials";"18527.5";"27.6";"-6.4%";"-4.3";"24.7%";"-10.9%"
"2209";"Wall to Wall";"31.50";"SEK";"Sweden";"WTW A";"Industrials";"431.9";"-1.5";"-2150.9%";;"-25.2%";"-54.0%"
"1022";"Wallenius Wilhelmsen";"124.00";"NOK";"Norway";"WAWI";"Industrials";"54039.0";"5.1";"4.8%";"1.1";"29.5%";"23.9%"
"238";"Wallenstam";"41.92";"SEK";"Sweden";"WALL B";"Financials";"27667.2";"27.2";"11.0%";"2.5";"3.0%";"-11.6%"
"700";"Valmet";"25.25";"EUR";"Finland";"VALMT";"Industrials";"52185.1";"16.6";"-0.0%";"-1262.7";"11.6%";"-18.1%"
"1866";"Valuno Group";"0.21";"SEK";"Sweden";"VALUNO";"Technology";"46.6";"-0.6";"-208.4%";;"-223.3%";"-99.7%"
"2566";"Vantage Drilling";"184.00";"NOK";"Norway";"VDI";"Energy";"2519.7";;;;;"-34.7%"
"1560";"Vaxxa";"0.55";"SEK";"Sweden";"VAXXA";"Consumer Durables";"23.9";"-5.8";"-1019.2%";;"-32.7%";"-43.4%"
"915";"Waystream";"44.10";"SEK";"Sweden";"WAYS";"Technology";"366.2";"34.6";"187.3%";"0.2";"23.1%";"94.4%"
"233";"VBG Group";"333.00";"SEK";"Sweden";"VBG B";"Industrials";"8723.3";"19.7";"-28.2%";"-0.7";"12.3%";"-0.4%"
"2524";"Webrock Ventures";"3.60";"SEK";"Sweden";"WRV";"Financials";"76.1";"4.9";"104.0%";"0.0";"5.8%";"-51.5%"
"1582";"Webstep";"17.80";"NOK";"Norway";"WSTEP";"Technology";"516.8";"11.1";"-10.6%";"-1.0";"20.7%";"-36.8%"
"874";"VEF";"2.00";"SEK";"Sweden";"VEFAB";"Financials";"2183.7";"2.8";"190.8%";"0.0";"22.1%";"11.9%"
"1025";"Veidekke";"191.20";"NOK";"Norway";"VEI";"Industrials";"26577.7";"16.6";"23.1%";"0.7";"52.4%";"21.9%"
"2531";"Ventura Offshore";"25.20";"NOK";"Norway";"VTURA";"Energy";"2743.9";;;;;"13.1%"
"2591";"Verisure";"8.67";"EUR";"Sweden";"VSURE";"Technology";"8968.6";"-34.7";"-278.6%";;"2.0%";
"1001";"Verkkokauppa.com";"3.34";"EUR";"Finland";"VERK";"Consumer Durables";"1696.6";"12.2";"1642.4%";"0.0";"63.6%";"60.5%"
"1843";"Vertiseit";"57.00";"SEK";"Sweden";"VERT B";"Technology";"1723.6";"285.0";"-88.8%";"-3.2";"2.3%";"-18.1%"
"1977";"Verve Group";"15.19";"SEK";"Sweden";"VER";"Consumer Durables";"3039.8";;"-100.0%";;"8.0%";"-67.1%"
"940";"Vestas Wind Systems";"153.95";"DKK";"Denmark";"VWS";"Utilities";"234758.2";"26.4";"56.0%";"0.5";"22.6%";"24.9%"
"2270";"Western Bulk Chartering";"20.80";"NOK";"Norway";"WEST";"Industrials";"720.3";"-25.2";"0.0%";;"-14.9%";"51.7%"
"356";"Westpay";"1.20";"SEK";"Sweden";"WPAY";"Technology";"121.9";"29.1";"151.6%";"0.2";"13.4%";"11.7%"
"355";"Vestum";"8.45";"SEK";"Sweden";"VESTUM";"Financials";"3175.6";"-24.1";"-158.8%";;"1.6%";"-22.2%"
"1663";"Veteranpoolen";"55.00";"SEK";"Sweden";"VPAB B";"Industrials";"1105.8";"19.0";"31.0%";"0.6";"-863.8%";"39.1%"
"832";"Wetteri";"0.18";"EUR";"Finland";"WETTERI";"Industrials";"318.9";"-2.7";"-36.3%";;"-6.0%";"-29.2%"
"1012";"White Pearl Technology";"15.80";"SEK";"Sweden";"WPTG B";"Technology";"475.2";"6.6";"118.1%";"0.1";"37.6%";"122.0%"
"2603";"White Pebbles";"159.00";"SEK";"Sweden";"WHITE B";"Financials";"37.4";;;;;
"1763";"Viafin Service";"18.50";"EUR";"Finland";"VIAFIN";"Financials";"751.9";"14.1";"8.0%";"1.8";"34.1%";"-14.4%"
"1794";"Viaplay B";"1.33";"SEK";"Sweden";"VPLAY B";"Consumer Durables";"6110.8";"-4.8";"-1301.3%";;"-5.5%";"60.5%"
"776";"Vibrosense Dynamics";"0.75";"SEK";"Sweden";"VSD B";"Health Care";"24.9";"-4.0";"36.8%";;"-830.2%";"58.3%"
"928";"Vicore Pharma";"9.54";"SEK";"Sweden";"VICO";"Health Care";"2685.8";"-4.8";"-61.8%";;"-86.5%";"15.9%"
"934";"Vidhance";"7.60";"SEK";"Sweden";"VIDH";"Technology";"34.8";"-1.3";"-17.3%";;"-1812.2%";"-13.3%"
"239";"Wihlborgs Fastigheter";"87.05";"SEK";"Sweden";"WIHL";"Financials";"26761.5";"16.5";"14.4%";"1.1";"3.2%";"-17.5%"
"737";"Viking Line";"20.70";"EUR";"Finland";"VIK1V";"Industrials";"4006.2";"22.4";"0.6%";"35.5";"4.9%";"-16.7%"
"227";"Viking Supply";"139.50";"SEK";"Sweden";"VSSAB B";"Industrials";"1835.7";"33.4";"34.8%";"1.0";"6.4%";"14.0%"
"1048";"Wilh. Wilhelmsen B";"646.00";"NOK";"Norway";"WWIB";"Industrials";"28178.8";"4.1";"35.3%";"0.1";"3.1%";"60.8%"
"907";"Vimab Group";"2.80";"SEK";"Sweden";"VIMAB";"Industrials";"133.2";"-0.7";"-8.3%";;"-661.8%";"-79.0%"
"2202";"Vimian Group";"25.96";"SEK";"Sweden";"VIMIAN";"Health Care";"13739.7";"40.6";"67.4%";"0.6";"7.1%";"-39.8%"
"1371";"Vincit";"1.25";"EUR";"Finland";"VINCIT";"Technology";"236.9";"-7.3";"20.3%";;"-4.3%";"-45.8%"
"2356";"Windon";"0.81";"SEK";"Sweden";"WEG";"Utilities";"14.8";"-0.8";"-44.5%";;"-34.4%";"-62.0%"
"2026";"WindowMaster";"845.00";"DKK";"Denmark";"WMA";"Industrials";"187.6";"508.8";"108.2%";"4.7";"35.7%";"-14.0%"
"1725";"ViroGates";"10.60";"DKK";"Denmark";"VIRO";"Health Care";"148.6";"-6.6";"59.5%";;;"21.7%"
"1302";"WIRTEK";"5.00";"DKK";"Denmark";"WIRTEK";"Technology";"59.8";"-14.5";"-222.4%";;"-8.4%";"-37.9%"
"357";"Wise Group";"18.70";"SEK";"Sweden";"WISE";"Industrials";"138.2";"-9.2";"21.2%";;"-21.3%";"-11.2%"
"1180";"Vistin Pharma";"21.70";"NOK";"Norway";"VISTN";"Health Care";"991.2";"12.9";"19.1%";"0.7";"26.8%";"-17.1%"
"252";"Vitec Software";"229.40";"SEK";"Sweden";"VIT B";"Technology";"9150.8";"21.0";"1.8%";"11.9";"8.5%";"-68.1%"
"719";"WithSecure";"1.72";"EUR";"Finland";"WITH";"Technology";"3388.4";"-31.0";"72.1%";;"-17.4%";"74.8%"
"235";"Vitrolife";"87.95";"SEK";"Sweden";"VITR";"Health Care";"11912.6";"-2.4";"-1076.3%";;"-49.9%";"-57.0%"
"2392";"Witted Megacorp";"1.35";"EUR";"Finland";"WITTED";"Technology";"234.5";"-30.2";"-73.2%";;"-9.1%";"-9.8%"
"2332";"Viva Wine";"32.00";"SEK";"Sweden";"VIVA";"Food and Beverage";"2868.2";"13.9";"20.3%";"0.7";"10.9%";"-30.7%"
"166";"Vivesto";"0.080";"SEK";"Sweden";"VIVE";"Health Care";"88.6";"-1.3";"18.8%";;"-28.1%";"-74.2%"
"237";"VNV Global";"18.02";"SEK";"Sweden";"VNV";"Financials";"2470.7";"-8.8";"65.7%";;"-1.2%";"-13.2%"
"1401";"Vo2 Cap";"2.30";"SEK";"Sweden";"VO2";"Financials";"140.4";"12.2";"120.7%";"0.1";"6.6%";"12.7%"
"1378";"Volati";"78.60";"SEK";"Sweden";"VOLO";"Financials";"6367.4";"26.2";"14.1%";"1.9";"11.0%";"-40.2%"
"236";"Volvo B";"294.80";"SEK";"Sweden";"VOLV B";"Industrials";"599461.6";"17.4";"-31.6%";"-0.6";"15.7%";"-16.6%"
"2289";"Volvo Car";"21.39";"SEK";"Sweden";"VOLCAR B";"Consumer Durables";"63732.0";"356.5";"-98.8%";"-3.6";"0.2%";"-16.3%"
"2545";"Wonderboo";"0.34";"SEK";"Sweden";"WONDR";"Consumer Durables";"2.3";"-0.5";"5.6%";;;"-79.8%"
"527";"Wonderful Times";"9.85";"SEK";"Sweden";"WTG";"Consumer Durables";"43.4";"14.0";"111.4%";"0.1";"7.3%";"-8.3%"
"1126";"Voss Veksel Landmandsbank";"428.00";"NOK";"Norway";"VVL";"Financials";"979.1";"11.2";"-1.4%";"-7.9";"1.7%";"14.7%"
"1178";"Vow";"2.30";"NOK";"Norway";"VOW";"Industrials";"690.4";"-2.3";"-33.1%";;"-76.2%";"50.5%"
"2609";"WS WeSports";"55.00";"SEK";"Sweden";"WSG";"Consumer Durables";"1530.0";;;;;
"845";"Wulff-Yhtiöt";"3.36";"EUR";"Finland";"WUF1V";"Industrials";"260.0";"9.1";"8.9%";"1.0";"12.8%";"4.1%"
"2365";"Vuxen Group";"15.50";"SEK";"Sweden";"VUXEN";"Consumer Durables";"173.6";"21.2";"34.4%";"0.6";"11.8%";"20.8%"
"2229";"Wyld Networks";"0.71";"SEK";"Sweden";"WYLD";"Technology";"4.3";"-0.0";"98.2%";;;"-104.2%"
"2367";"Vår Energi";"49.97";"NOK";"Norway";"VAR";"Energy";"128487.8";"15.8";"185.9%";"0.1";"18.6%";"46.7%"
"701";"Wärtsilä";"32.11";"EUR";"Finland";"WRT1V";"Utilities";"212802.5";"30.4";"24.4%";"1.2";"65.1%";"64.4%"
"2001";"Wästbygg";"1.96";"SEK";"Sweden";"WBGR B";"Industrials";"342.5";"-0.2";"-26.2%";;"-37.4%";"-88.4%"
"2390";"Västra Hamnen";"26.60";"SEK";"Sweden";"VH";"Financials";"26.6";"-7.6";"-294.3%";;"-61.6%";"-55.1%"
"240";"XANO Industri";"55.80";"SEK";"Sweden";"XANO B";"Industrials";"3327.9";"18.6";"77.5%";"0.2";"13.0%";"-18.2%"
"983";"Xbrane Biopharma";"5.66";"SEK";"Sweden";"XBRANE";"Health Care";"116.6";"-2.5";"91.9%";;"-5.3%";"-76.7%"
"2388";"Xer Tech";"3.36";"SEK";"Sweden";"XER";"Industrials";"196.9";"-4.7";"65.7%";;"-87.4%";"-12.9%"
"1033";"Xintela";"0.22";"SEK";"Sweden";"XINT";"Health Care";"187.8";"-3.9";"19.4%";;;"-66.8%"
"1452";"XMReality";"0.029";"SEK";"Sweden";"XMR";"Technology";"34.9";"-0.9";"60.9%";;"-42.2%";"76.2%"
"2555";"Xoma";"0.26";"SEK";"Sweden";"XOM B";"Food and Beverage";"40.7";"-1.8";"57.6%";;"-332.9%";"-81.6%"
"2292";"XP Chemistries";"0.19";"SEK";"Sweden";"XPC";"Materials";"58.6";"-6.9";"24.5%";;"-48.6%";"48.4%"
"2044";"Xplora Technologies";"53.00";"NOK";"Norway";"XPLRA";"Technology";"2448.5";"-89.8";"-338.7%";;"22.7%";"76.3%"
"1524";"Xspray Pharma";"25.30";"SEK";"Sweden";"XSPRAY";"Health Care";"1056.1";"-5.7";"48.3%";;"-26.4%";"-24.4%"
"372";"Xvivo Perfusion";"180.60";"SEK";"Sweden";"XVIVO";"Health Care";"5688.7";"225.8";"-85.3%";"-2.6";"4.5%";"-65.0%"
"945";"Yara International";"547.00";"NOK";"Norway";"YAR";"Materials";"143515.2";"10.1";"9664.5%";"0.0";"12.9%";"52.3%"
"702";"YIT Corporation";"2.58";"EUR";"Finland";"YIT";"Industrials";"6695.2";"-18.4";"72.5%";;"3.4%";"2.2%"
"2107";"Yubico";"46.17";"SEK";"Sweden";"YUBICO";"Technology";"4030.3";"31.0";"-65.5%";"-0.5";"25.0%";"-85.2%"
"974";"Zalaris";"98.00";"NOK";"Norway";"ZAL";"Technology";"2234.3";"35.1";"81.2%";"0.4";"29.7%";"7.0%"
"1465";"Zaplox";"0.80";"SEK";"Sweden";"ZAPLOX";"Technology";"29.0";"-2.9";"38.9%";;;"-27.1%"
"1987";"Zaptec";"28.50";"NOK";"Norway";"ZAP";"Industrials";"2569.2";"46.3";"1764.1%";"0.0";"20.2%";"48.3%"
"1211";"Zealand Pharma";"279.70";"DKK";"Denmark";"ZEAL";"Health Care";"30204.2";"3.1";"663.8%";"0.0";"65.0%";"-58.2%"
"1850";"Zelluna";"19.22";"NOK";"Norway";"ZLNA";"Health Care";"520.1";"-2.7";"87.8%";;"-1903.8%";"-15.9%"
"929";"Zenergy";"0.25";"SEK";"Sweden";"ZENZIP B";"Industrials";"18.2";"-0.7";"83.7%";;"-57.5%";"-83.6%"
"453";"Zenicor Medical";"1.25";"SEK";"Sweden";"ZENI";"Health Care";"32.8";"152.4";"103.5%";"1.5";"3.8%";"-46.4%"
"1767";"Zenith Energy";"0.88";"NOK";"Norway";"ZENA";"Energy";"588.4";"-2.1";"53.2%";;"-19.1%";"-37.4%"
"2601";"Zenith Energy SDR";"1.25";"SEK";"Sweden";"ZENA SDR";"Energy";"811.5";;;;;
"594";"Zinzino";"131.40";"SEK";"Sweden";"ZZ B";"Food and Beverage";"5014.6";"14.5";"83.6%";"0.2";"896.0%";"-16.8%"
"1870";"Zoomability";"1.37";"SEK";"Sweden";"ZOOM";"Consumer Durables";"34.8";"-4.4";"25.7%";;"-100.9%";"-6.5%"
"813";"Ålandsbanken B";"50.00";"EUR";"Finland";"ALBBV";"Financials";"8630.2";"14.1";"4.1%";"3.4";"1.4%";"18.6%"
"242";"Öresund";"145.60";"SEK";"Sweden";"ORES";"Financials";"6618.7";"7.7";"20.1%";"0.4";"16.2%";"17.4%"
