"Börsdata ID";"Company";"Stock price - Current";"Info - Price Currency";"Info - Country";"Info - Ticker";"Info - Sector";"Market Cap - Current SEK";"P/E - Current";"Earnings/share - Growth 1y";"PEG - Current";"ROC - Current";"Rel. Perform - Perform. 1y"
"959";"Otello";"16.75";"NOK";"Norway";"OTEC";"Technology";"1273.1";"2.6";"522.4%";"0.0";"-5.8%";"112.7%"
"2092";"Otovo";"11.00";"NOK";"Norway";"OTOVO";"Industrials";"727.5";"-1.0";"29.0%";;"-124.3%";"-34.9%"
"1453";"OurLiving";"0.17";"SEK";"Sweden";"OURLIV";"Technology";"18.2";"-33.6";"95.5%";;"-10.9%";"-4.6%"
"690";"Outokumpu";"4.53";"EUR";"Finland";"OUT1V";"Materials";"23999.0";"-14.6";"-253.9%";;"-3.5%";"8.8%"
"823";"Ovaro Kiinteistösijoitus";"3.15";"EUR";"Finland";"OVARO";"Financials";"303.4";"17.5";"164.3%";"0.1";"7.9%";"-12.3%"
"1698";"Ovzon";"61.70";"SEK";"Sweden";"OVZON";"Telecom";"6928.6";"50.2";"184.6%";"0.3";"7.5%";"115.6%"
"1475";"OXE Marine";"0.26";"SEK";"Sweden";"OXE";"Consumer Durables";"178.1";"-2.9";"37.2%";;"-39.6%";"-15.9%"
"2386";"Pallas Air";"0.66";"EUR";"Finland";"PALLAS";"Industrials";"9.5";"-0.1";"88.7%";;"-58.8%";"-82.9%"
"939";"Pandora";"440.10";"DKK";"Denmark";"PNDORA";"Consumer Durables";"52499.5";"6.5";"5.1%";"1.3";"45.7%";"-67.4%"
"738";"Pandox";"184.60";"SEK";"Sweden";"PNDX B";"Financials";"35923.7";"21.7";"-0.8%";"-28.7";"2.2%";"-4.0%"
"1098";"Panoro Energy";"32.40";"NOK";"Norway";"PEN";"Energy";"4176.1";"-24.7";"-126.7%";;"6.1%";"16.8%"
"840";"Panostaja";"0.29";"EUR";"Finland";"PNA1V";"Financials";"176.2";"-16.4";"76.0%";;"2.2%";"-32.7%"
"1282";"Papirfabrikken Invest";"30.00";"DKK";"Denmark";"PFINV";"Consumer Durables";"448.6";"13.3";"369.4%";"0.0";"4.1%";"-46.3%"
"1137";"Paradox Interactive";"118.90";"SEK";"Sweden";"PDX";"Consumer Durables";"12558.6";"99.9";"-78.5%";"-1.3";"10.3%";"-45.1%"
"2540";"Paratus Energy";"43.16";"NOK";"Norway";"PLSV";"Financials";"7537.3";"9.4";"144.5%";"0.1";"31.3%";"1.4%"
"1339";"Pareto Bank";"83.50";"NOK";"Norway";"PARB";"Financials";"6603.6";"10.3";"-2.0%";"-5.1";"3.5%";"-3.0%"
"1269";"Park Street";"15.50";"DKK";"Denmark";"PARKST A";"Financials";"1015.3";"31.0";"222.0%";"0.1";"4.3%";"19.8%"
"1273";"PARKEN Sport";"169.50";"DKK";"Denmark";"PARKEN";"Consumer Durables";"2527.5";"8.2";"-11.9%";"-0.7";"10.5%";"14.1%"
"1469";"Paxman";"44.40";"SEK";"Sweden";"PAX";"Health Care";"1033.3";"-61.7";"-134.1%";;"1.4%";"-37.6%"
"1171";"PCI Biotech";"0.18";"NOK";"Norway";"PCIB";"Health Care";"6.9";"-0.3";"-29.1%";;;"-95.2%"
"175";"Peab";"95.90";"SEK";"Sweden";"PEAB B";"Industrials";"28391.2";"20.3";"-43.2%";"-0.5";"12.7%";"12.6%"
"495";"Peptonic Medical";"0.0010";"SEK";"Sweden";"PMED";"Health Care";"20.7";"-0.4";"93.9%";;"-51.1%";"-66.7%"
"1200";"Per Aarsleff";"741.00";"DKK";"Denmark";"PAAL B";"Industrials";"21902.7";"15.8";"8.5%";"1.9";"17.1%";"39.3%"
"773";"Perpetua Medical";"3.51";"SEK";"Sweden";"PERP B";"Health Care";"30.0";"13.5";"146.4%";"0.1";"6.4%";"-47.8%"
"1099";"Petrolia";"5.90";"NOK";"Norway";"PSE";"Energy";"359.4";"9.6";"-14.1%";"-0.7";"12.6%";"38.4%"
"1155";"PetroNor E&P";"12.10";"NOK";"Norway";"PNOR";"Energy";"1774.2";"23.4";"-79.1%";"-0.3";"29.1%";"12.4%"
"919";"PExA";"0.24";"SEK";"Sweden";"PEXA B";"Health Care";"29.8";"-4.8";"71.2%";;"-142.7%";"11.7%"
"1937";"Pexip";"63.70";"NOK";"Norway";"PEXIP";"Technology";"6851.8";"32.0";"71.6%";"0.4";"21.5%";"52.3%"
"1222";"Pharma Equity";"0.080";"DKK";"Denmark";"PEG";"Financials";"148.3";"-4.7";"42.8%";;"-33.5%";"-51.2%"
"553";"PharmaLundensis";"0.28";"SEK";"Sweden";"PHAL";"Health Care";"18.2";"-2.4";"-55.4%";;"-198.3%";"-76.9%"
"914";"Photocat";"2.60";"SEK";"Sweden";"PCAT";"Industrials";"15.6";"12.5";"132.7%";"0.1";"6.8%";"-77.2%"
"1100";"Photocure";"64.20";"NOK";"Norway";"PHO";"Health Care";"1793.4";"-1146.4";"68.4%";;"-0.2%";"9.9%"
"2201";"Physitrack";"8.78";"SEK";"Sweden";"PTRK";"Technology";"142.8";"-2.0";"-2.4%";;"-44.6%";"-32.0%"
"2109";"Pierce Group";"8.32";"SEK";"Sweden";"PIERCE";"Consumer Durables";"676.8";;"-100.0%";;"5.2%";"-22.5%"
"783";"Pihlajalinna";"12.80";"EUR";"Finland";"PIHLIS";"Health Care";"3242.8";"8.1";"39.8%";"0.2";"11.9%";"-10.6%"
"994";"Piippo";"1.77";"EUR";"Finland";"PIIPPO";"Materials";"25.6";"-1.1";"0.7%";;"-37.3%";"13.7%"
"2240";"Pila Pharma";"1.14";"SEK";"Sweden";"PILA";"Health Care";"52.1";"-4.3";"8.0%";;"-10544.2%";"-75.1%"
"177";"PION Group";"5.00";"SEK";"Sweden";"PION B";"Industrials";"240.9";"-500.0";"99.2%";;"0.6%";"-18.4%"
"2299";"PixelFox";"2.36";"SEK";"Sweden";"PIXEL";"Consumer Durables";"85.7";"6.7";"2112.5%";"0.0";"12.5%";"186.7%"
"2250";"Pixfam";"0.042";"SEK";"Sweden";"PIXFAM";"Technology";"4.2";"-0.4";"69.4%";;;"-81.0%"
"366";"Platzer Fastigheter";"70.60";"SEK";"Sweden";"PLAZ B";"Financials";"8467.3";"13.4";"11.3%";"1.2";"2.9%";"-15.4%"
"1078";"Plejd";"796.00";"SEK";"Sweden";"PLEJD";"Industrials";"8898.5";"49.4";"72.2%";"0.7";"33.0%";"56.8%"
"2523";"Pohjanmaan Arvo";"84.00";"EUR";"Finland";"ARVOSK";"Financials";"765.8";;;;;"27.1%"
"1757";"PolarCool";"3.66";"SEK";"Sweden";"POLAR";"Health Care";"42.5";"-1.2";"-13.5%";;"-141.1%";"-43.0%"
"1146";"Polaris Media";"61.00";"NOK";"Norway";"POL";"Consumer Durables";"3079.3";"406.7";"-98.9%";"-4.1";"0.8%";"-36.6%"
"1747";"poLight";"5.50";"NOK";"Norway";"PLT";"Technology";"1206.2";"-8.2";"28.7%";;"-194.9%";"75.0%"
"1014";"Polygiene";"6.40";"SEK";"Sweden";"POLYG";"Consumer Durables";"233.8";"-41.9";"-215.2%";;"-0.9%";"-46.2%"
"2125";"Polymer Factory";"0.65";"SEK";"Sweden";"POLYMER";"Materials";"12.6";"-3.7";"53.5%";;"-120.2%";"-27.5%"
"726";"Ponsse 1";"23.30";"EUR";"Finland";"PON1V";"Industrials";"7306.9";"21.4";"143.8%";"0.1";"12.0%";"-22.0%"
"2599";"Posti Group";"9.27";"EUR";"Finland";"POSTI";"Food and Beverage";"4205.8";;;;;
"434";"PowerCell";"16.76";"SEK";"Sweden";"PCELL";"Utilities";"970.3";"-22.3";"8.2%";;"-7.2%";"-44.6%"
"936";"Prebona";"0.79";"SEK";"Sweden";"PREBON";"Health Care";"26.3";"-3.4";"4.4%";;"-66.9%";"-64.9%"
"333";"Precio Fishbone";"19.40";"SEK";"Sweden";"PRCO B";"Technology";"178.0";"88.3";"-74.6%";"-1.2";"3.5%";"-20.9%"
"178";"Precise Biometrics";"2.00";"SEK";"Sweden";"PREC";"Technology";"156.8";"-8.0";"-127.3%";;"-16.1%";"-44.3%"
"334";"Precomp Solutions";"0.90";"SEK";"Sweden";"PCOM B";"Industrials";"20.6";"14.7";"450.9%";"0.0";"10.2%";"-2.5%"
"451";"Premium Snacks";"37.50";"SEK";"Sweden";"SNX";"Food and Beverage";"510.1";"20.5";"150.7%";"0.1";"30.3%";"53.3%"
"1878";"Preservia Hyresfastigheter";"0.81";"SEK";"Sweden";"PHYR B";"Financials";"16.3";"-15.0";"41.0%";;"-1.5%";"561.1%"
"2302";"Preservium Property";"63.50";"SEK";"Sweden";"PRESRV";"Financials";"294.3";"8.8";"0.4%";"24.3";"14.0%";"36.0%"
"179";"Prevas";"80.40";"SEK";"Sweden";"PREV B";"Technology";"1036.0";"14.6";"-22.6%";"-0.6";"11.1%";"-31.7%"
"180";"Pricer";"2.82";"SEK";"Sweden";"PRIC B";"Technology";"462.4";"282.0";"-98.8%";"-2.9";"4.5%";"-76.1%"
"1274";"Prime Office";"216.00";"DKK";"Denmark";"PRIMOF";"Financials";"1237.1";"34.0";"-48.6%";"-0.7";"2.5%";"23.4%"
"2536";"Prisma Properties";"24.45";"SEK";"Sweden";"PRISMA";"Financials";"4022.6";"22.9";"71.3%";"0.3";"2.3%";"-11.8%"
"181";"Proact IT";"99.10";"SEK";"Sweden";"PACT";"Technology";"2685.8";"20.8";"-41.6%";"-0.5";"9.6%";"-27.6%"
"184";"ProfilGruppen";"94.00";"SEK";"Sweden";"PROF B";"Industrials";"695.5";"6.3";"17.6%";"0.4";"17.8%";"-28.0%"
"2228";"Profoto";"8.70";"SEK";"Sweden";"PRFO";"Industrials";"348.0";"-15.0";"-118.4%";;"-1.0%";"-86.6%"
"1424";"Prolight Diagnostics";"19.30";"SEK";"Sweden";"PRLD";"Health Care";"232.5";"-4.7";"-7.6%";;"-37.2%";"-78.4%"
"2389";"Promimic";"10.00";"SEK";"Sweden";"PRO";"Health Care";"188.9";"-21.6";"30.2%";;"-20.0%";"-72.3%"
"1102";"Prosafe";"3.36";"NOK";"Norway";"PRS";"Energy";"1218.2";"0.8";"117.3%";"0.0";"2.0%";"-64.2%"
"2016";"Prostatype Genomics";"1.04";"SEK";"Sweden";"PROGEN";"Health Care";"61.6";"-1.4";"87.5%";;"-223.0%";"-84.2%"
"1007";"Protector";"499.50";"NOK";"Norway";"PROT";"Financials";"42445.0";"15.8";"70.2%";"0.2";"12.2%";"46.8%"
"1311";"Provide IT";"0.82";"SEK";"Sweden";"PROVIT";"Technology";"5.5";"-2.1";"-273.7%";;"-1002.3%";"-54.4%"
"2072";"Proximar Seafood";"0.58";"NOK";"Norway";"PROXI";"Food and Beverage";"312.7";"-0.5";"-12.0%";;"-23.6%";"-89.4%"
"2093";"Pryme";"10.70";"NOK";"Norway";"PRYME";"Industrials";"342.7";"-0.8";"77.6%";;"-78.6%";"-19.2%"
"2527";"Public Property Invest";"22.35";"NOK";"Norway";"PUBLI";"Financials";"21769.8";"41.3";"802.3%";"0.1";"0.9%";"8.8%"
"2222";"Puuilo";"11.80";"EUR";"Finland";"PUUILO";"Consumer Durables";"11204.1";"20.9";"23.8%";"0.9";"31.7%";"-5.5%"
"2272";"Pyrum Innovations";"284.00";"NOK";"Norway";"PYRUM";"Industrials";"1255.8";"-7.9";"6.7%";;"-68.1%";"-21.2%"
"461";"QBank";"6.45";"SEK";"Sweden";"QBNK";"Technology";"62.9";"298.6";"120.4%";"2.5";"-1.4%";"-32.4%"
"2554";"Qben Infra";"9.06";"SEK";"Sweden";"QBEN";"Industrials";"723.2";;;;;"-26.7%"
"2592";"QBIM";"0.28";"SEK";"Sweden";"QBIM";"Technology";"18.4";;;;;
"2196";"Qbrick";"0.32";"SEK";"Sweden";"QBRICK";"Technology";"29.9";"-2.4";"11.1%";;"-102.3%";"-5.1%"
"1543";"Qiiwi Games";"1.51";"SEK";"Sweden";"QIIWI";"Consumer Durables";"14.0";"-1.8";"-12.7%";;"-69.5%";"-48.7%"
"2307";"Q-Interline";"3.08";"DKK";"Denmark";"QINTER";"Industrials";"103.6";"-3.8";"7.6%";;"-699.0%";"-60.6%"
"1896";"QleanAir";"26.80";"SEK";"Sweden";"QAIR";"Industrials";"398.2";"14.3";"1977.0%";"0.0";"16.1%";"74.0%"
"1921";"QLife";"2.02";"SEK";"Sweden";"QLIFE";"Health Care";"31.7";"-1.5";"88.2%";;;"-57.6%"
"1774";"Q-Linea";"23.21";"SEK";"Sweden";"QLINEA";"Health Care";"439.8";"-0.8";"98.5%";;"-216.1%";"-45.9%"
"1979";"Qliro";"19.00";"SEK";"Sweden";"QLIRO";"Financials";"537.3";"-5.0";"-165.5%";;"-3.1%";"-21.6%"
"2301";"Qlucore";"0.44";"SEK";"Sweden";"QCORE";"Technology";"18.9";"-0.5";"85.8%";;"-115.2%";"-94.6%"
"816";"QPR Software";"0.55";"EUR";"Finland";"QPR1V";"Technology";"122.3";"-9.3";"-1180.4%";;"-91.1%";"-56.4%"
"1305";"Qt Group";"19.03";"EUR";"Finland";"QTCOM";"Technology";"5428.6";"15.2";"-44.8%";"-0.3";"13.6%";"-84.6%"
"2570";"Qualisys";"51.70";"SEK";"Sweden";"QSYS";"Technology";"517.0";"14.1";"-8.1%";"-1.8";"36.5%";"-41.7%"
"1104";"Questerre Energy";"2.14";"NOK";"Norway";"QEC";"Energy";"953.4";"-6.5";"44.0%";;"-5.1%";"-8.3%"
"557";"Railcare";"26.95";"SEK";"Sweden";"RAIL";"Industrials";"650.1";"16.3";"31.0%";"0.5";"9.7%";"-8.5%"
"2416";"Railway Metrics & Dynamics";"1.48";"SEK";"Sweden";"RMDX";"Technology";"102.8";"-9.9";"57.8%";;"-5.3%";"54.5%"
"728";"Raisio K";"2.65";"EUR";"Finland";"RAIKV";"Food and Beverage";"4724.2";"18.2";"37.3%";"0.5";"10.3%";"3.5%"
"1722";"Raketech";"1.61";"SEK";"Sweden";"RAKE";"Consumer Durables";"72.6";"11.4";"101.0%";"0.1";"5.9%";"-56.8%"
"2553";"Ramlösa Shipping";"21.00";"SEK";"Sweden";"RAMSH";"Industrials";"94.3";"15.0";"-27.1%";"-0.6";"16.0%";"-27.6%"
"2094";"Rana Gruber";"78.50";"NOK";"Norway";"RANA";"Materials";"2998.5";"9.6";"-19.3%";"-0.5";"23.5%";"3.5%"
"2504";"RanLOS";"2.68";"SEK";"Sweden";"RLOS B";"Telecom";"44.2";"-3.9";"47.5%";;"-113.8%";"-61.1%"
"1723";"Ranplan";"1.12";"SEK";"Sweden";"RPLAN";"Technology";"86.4";"-5.4";"71.0%";;"-311.6%";"-18.7%"
"729";"Rapala";"0.99";"EUR";"Finland";"RAP1V";"Consumer Durables";"434.2";"-4.3";"-2333.0%";;"2.1%";"-46.6%"
"185";"Ratos B";"33.56";"SEK";"Sweden";"RATO B";"Financials";"10987.1";"-22.0";"-300.4%";;"1.3%";"-13.5%"
"814";"Raute";"14.50";"EUR";"Finland";"RAUTE";"Industrials";"980.6";"6.8";"8.2%";"0.8";"82.6%";"-17.1%"
"186";"RaySearch Laboratories";"187.60";"SEK";"Sweden";"RAY B";"Health Care";"6431.5";"28.3";"11.8%";"2.4";"28.8%";"-40.8%"
"1148";"Reach Subsea";"6.80";"NOK";"Norway";"REACH";"Energy";"2293.0";"20.6";"-56.0%";"-0.4";"8.9%";"-15.2%"
"1306";"Real Fastigheter";"9.40";"SEK";"Sweden";"REAL";"Financials";"279.1";"21.7";"-37.2%";"-0.6";"1.6%";"4.4%"
"1486";"Realfiction";"3.03";"SEK";"Sweden";"REALFI";"Consumer Durables";"72.6";"-2.9";"-23.0%";;"-43.5%";"-82.0%"
"829";"Rebl Group";"1.03";"EUR";"Finland";"REBL";"Consumer Durables";"144.4";"-4.6";"-138.4%";;"-5.5%";"-20.3%"
"961";"REC Silicon";"0.31";"NOK";"Norway";"RECSI";"Utilities";"132.1";"-0.2";"-15.7%";;;"-85.1%"
"491";"Recyctec";"0.050";"SEK";"Sweden";"RECY B";"Industrials";"10.4";"-0.1";"22.4%";;;"-11.4%"
"774";"Redsense Medical";"3.20";"SEK";"Sweden";"REDS";"Health Care";"52.6";"-7.3";"-2197.1%";;"-27.4%";"-61.9%"
"2098";"Refine Group";"0.26";"SEK";"Sweden";"REFINE";"Consumer Durables";"38.6";"-13.3";"99.2%";;"-56.2%";"-15.5%"
"2508";"ReFuels N.V.";"16.30";"NOK";"Norway";"REFL";"Utilities";"1014.2";"34.8";"107.1%";"0.3";"2.7%";"4.1%"
"188";"Rejlers";"155.60";"SEK";"Sweden";"REJL B";"Industrials";"3553.3";"17.8";"-12.9%";"-1.4";"12.4%";"-19.8%"
"789";"Reka Industrial";"4.29";"EUR";"Finland";"REKA";"Industrials";"289.2";"21.1";"190.7%";"0.1";"2.1%";"-8.6%"
"1881";"Relais Group";"14.80";"EUR";"Finland";"RELAIS";"Industrials";"3066.1";"18.3";"-20.8%";"-0.9";"8.2%";"-7.0%"
"1491";"Relevance Communication";"1.08";"SEK";"Sweden";"RLVNC";"Consumer Durables";"27.3";"-3.8";"-64.5%";;"-32.5%";"-30.1%"
"1528";"Remedy Entertainment";"12.48";"EUR";"Finland";"REMEDY";"Consumer Durables";"1906.5";"-13.1";"-253.8%";;"-23.2%";"-15.7%"
"1442";"Rentunder";"0.058";"SEK";"Sweden";"RENT";"Industrials";"5.4";"-2.6";"40.3%";;"-119.3%";"-25.5%"
"546";"Respiratorius";"1.33";"SEK";"Sweden";"RESP";"Health Care";"10.5";"-1.1";"38.1%";;"-29.9%";"-85.4%"
"830";"Revenio";"18.00";"EUR";"Finland";"REG1V";"Health Care";"5378.9";"27.8";"-6.5%";"-4.3";"25.8%";"-37.8%"
"2193";"Revolutionrace";"66.90";"SEK";"Sweden";"RVRC";"Consumer Durables";"7180.5";"23.2";"3.6%";"6.5";"44.1%";"37.0%"
"1275";"Rias";"680.00";"DKK";"Denmark";"RIAS B";"Materials";"237.2";"16.4";"-29.3%";"-0.6";"7.5%";"1.4%"
"1201";"Ringkjobing Landbobank";"1501.00";"DKK";"Denmark";"RILBA";"Financials";"57551.2";"17.3";"0.5%";"31.7";"3.8%";"13.3%"
"1735";"Risk Intelligence";"0.59";"DKK";"Denmark";"RISK";"Industrials";"23.2";"-3.1";"41.3%";;;"-47.5%"
"1684";"River Tech";"1.62";"NOK";"Norway";"RIVER";"Consumer Durables";"34.3";"0.5";"-23.0%";"-0.0";"86.0%";"-98.7%"
"995";"Robit";"1.00";"EUR";"Finland";"ROBIT";"Industrials";"238.4";"-69.8";"-127.6%";;"2.7%";"-40.9%"
"1032";"Roblon";"104.00";"DKK";"Denmark";"RBLN B";"Materials";"280.8";"21.9";"-73.5%";"-0.3";"9.3%";"-10.2%"
"951";"Rockwool B";"170.72";"DKK";"Denmark";"ROCK B";"Industrials";"54549.3";"176.5";"-95.0%";"-1.9";"19.9%";"-54.8%"
"2424";"Rogaland Sparebank";"154.68";"NOK";"Norway";"ROGS";"Financials";"3987.6";"12.4";"0.8%";"15.3";"1.3%";"5.4%"
"111";"Rolling Optics";"0.23";"SEK";"Sweden";"RO";"Industrials";"60.0";"-2.5";"-33.3%";;"-37.7%";"-46.2%"
"1595";"Romerike Sparebank";"162.12";"NOK";"Norway";"ROMER";"Financials";"473.6";"12.8";"18.1%";"0.7";"1.5%";"6.3%"
"1175";"RomReal";"2.88";"NOK";"Norway";"ROM";"Financials";"122.7";"6.7";"210.7%";"0.0";"29.2%";"4.2%"
"191";"Rottneros";"2.35";"SEK";"Sweden";"RROS";"Materials";"628.0";"-1.1";"-1701.8%";;"-35.0%";"-78.6%"
"1287";"Rovsing";"47.60";"DKK";"Denmark";"ROV";"Technology";"53.2";"-5.1";"-625.7%";;"-37.1%";"-12.4%"
"941";"Royal UNIBREW";"538.00";"DKK";"Denmark";"RBREW";"Food and Beverage";"40781.5";"17.1";"7.5%";"2.3";"16.5%";"-10.4%"
"1276";"RTX";"93.60";"DKK";"Denmark";"RTX";"Technology";"1172.8";"81.7";"387.6%";"0.2";"5.0%";"22.0%"
"2101";"RugVista";"63.20";"SEK";"Sweden";"RUG";"Consumer Durables";"1313.6";"21.0";"20.9%";"1.0";"16.8%";"28.8%"
"2512";"Rusta";"91.95";"SEK";"Sweden";"RUSTA";"Consumer Durables";"14117.0";"26.1";"18.0%";"1.5";"15.0%";"22.0%"
"2572";"Röko";"1490.00";"SEK";"Sweden";"ROKO B";"Financials";"21789.8";"28.9";"8.9%";"3.3";"12.1%";"-41.6%"
"1176";"S.D. Standard ETC";"1.87";"NOK";"Norway";"SDSD";"Financials";"1007.5";"27.6";"122.0%";"0.2";"9.6%";"-8.4%"
"1758";"S2Medical";"0.0087";"SEK";"Sweden";"S2M";"Health Care";"8.2";"-0.8";"86.5%";;"-29.7%";"-11.7%"
"193";"Saab";"672.70";"SEK";"Sweden";"SAAB B";"Industrials";"365533.8";"57.2";"50.7%";"1.1";"14.1%";"55.1%"
"490";"Safe at Sea";"1.07";"SEK";"Sweden";"SAFE";"Industrials";"29.6";"12.2";"46.9%";"0.3";"31.2%";"-16.9%"
"512";"Safe Lane Gaming";"1.36";"SEK";"Sweden";"SLG B";"Consumer Durables";"11.3";"-0.5";"59.8%";;"-13303.6%";"-18.6%"
"2143";"Safello Group";"4.01";"SEK";"Sweden";"SFL";"Technology";"82.0";"-5.2";"-276.1%";;"-156.1%";"-32.4%"
"1360";"Safestate Group";"30.45";"SEK";"Sweden";"STATE";"Technology";"1224.2";"-51.4";"-213.9%";;"-8.9%";"90.4%"
"427";"Safeture";"3.96";"SEK";"Sweden";"SFTR";"Technology";"155.6";"198.0";"53.8%";"3.7";"-12.1%";"-41.8%"
"788";"Saga Furs";"10.10";"EUR";"Finland";"SAGCV";"Consumer Durables";"407.2";"10.1";"37.8%";"0.3";"5.3%";"-6.3%"
"1177";"Saga Pure";"1.50";"NOK";"Norway";"SAGA";"Financials";"1046.2";"156.8";"57.4%";"2.7";"0.8%";"6.6%"
"194";"Sagax A";"169.50";"SEK";"Sweden";"SAGA A";"Financials";"79107.2";"16.1";"3.5%";"4.6";"5.6%";"-27.2%"
"1027";"SalMar";"560.00";"NOK";"Norway";"SALM";"Food and Beverage";"78212.4";"67.9";"-63.3%";"-1.1";"6.1%";"-4.3%"
"1985";"Salmon Evolution";"4.60";"NOK";"Norway";"SALME";"Food and Beverage";"2191.8";"-12.4";"-261.9%";;"-4.6%";"-35.2%"
"766";"SaltX Technology";"3.67";"SEK";"Sweden";"SALT B";"Utilities";"846.7";"-10.8";"-7.5%";;"-31.5%";"-24.1%"
"438";"Samhällsbyggnadsbolag B";"3.85";"SEK";"Sweden";"SBB B";"Financials";"6982.0";"11.8";"-65.5%";"-0.2";"1.3%";"-1.6%"
"692";"Sampo";"9.30";"EUR";"Finland";"SAMPO";"Financials";"276615.1";"12.6";"64.4%";"0.2";"10.0%";"-2.6%"
"2483";"Sampo";"100.60";"SEK";"Sweden";"SAMPO SEK";"Financials";"267160.9";"12.6";"64.4%";"0.2";"10.0%";"-4.2%"
"2548";"Sampo";"69.68";"DKK";"Denmark";"SAMPO DKK";"Financials";"279421.6";"12.6";"64.4%";"0.2";"10.0%";"-2.1%"
"195";"Sandvik";"337.70";"SEK";"Sweden";"SAND";"Industrials";"423606.2";"28.8";"20.0%";"1.4";"16.2%";"35.9%"
"478";"Saniona";"14.78";"SEK";"Sweden";"SANION";"Health Care";"2040.1";"6.9";"21.5%";"0.3";"498.8%";"100.7%"
"693";"Sanoma";"9.26";"EUR";"Finland";"SANOMA";"Consumer Durables";"16963.8";"154.3";"-68.4%";"-2.3";"3.9%";"1.3%"
"1416";"SARSYS";"0.54";"SEK";"Sweden";"SARS";"Industrials";"27.2";"-1.9";"72.4%";;;"-66.8%"
"1885";"SATS";"42.85";"NOK";"Norway";"SATS";"Consumer Durables";"8990.2";"18.2";"47.8%";"0.4";"13.4%";"22.9%"
"2181";"SaveLend";"1.50";"SEK";"Sweden";"YIELD";"Financials";"85.9";"-5.4";"30.8%";;"-13.3%";"-1.2%"
"331";"Saxlund";"12.75";"SEK";"Sweden";"SAXG";"Industrials";"91.8";"52.8";"111.5%";"0.5";"11.3%";"22.4%"
"197";"SCA B";"108.70";"SEK";"Sweden";"SCA B";"Materials";"76344.6";"23.8";"-12.0%";"-2.0";"3.2%";"-32.6%"
"1107";"Scana";"1.39";"NOK";"Norway";"SCANA";"Financials";"663.2";"-17.7";"-143.6%";;"-1.4%";"-44.5%"
"339";"ScandBook";"54.20";"SEK";"Sweden";"SBOK";"Consumer Durables";"365.6";"9.0";"75.3%";"0.1";"12.7%";"34.3%"
"380";"Scandi Standard";"144.80";"SEK";"Sweden";"SCST";"Food and Beverage";"9565.6";"25.8";"33.6%";"0.8";"12.3%";"63.7%"
"922";"Scandic Hotels";"82.00";"SEK";"Sweden";"SHOT";"Consumer Durables";"17640.4";"28.3";"-15.5%";"-1.8";"5.9%";"-4.3%"
"418";"ScandiDos";"0.92";"SEK";"Sweden";"SDOS";"Health Care";"52.7";"-12.6";"37.4%";;"-10.7%";"-44.6%"
"2492";"Scandinavian Astor";"19.15";"SEK";"Sweden";"ASTOR";"Industrials";"1192.0";"29.9";"6929.7%";"0.0";"6.5%";"-42.5%"
"419";"Scandinavian Enviro";"0.18";"SEK";"Sweden";"SES";"Industrials";"199.4";"-0.5";"-603.2%";;"-165.9%";"-95.7%"
"1237";"Scandinavian Investment";"3.58";"DKK";"Denmark";"SIG";"Financials";"254.2";"14.6";"11.2%";"1.3";"3.5%";"1.5%"
"2306";"Scandinavian Medical";"3.27";"DKK";"Denmark";"SMSMED";"Health Care";"137.3";"32.2";"-48.5%";"-0.7";"5.2%";"-46.9%"
"458";"Scandinavian Real Heart";"13.40";"SEK";"Sweden";"HEART";"Health Care";"113.9";"-1.7";"51.4%";;"-72.7%";"-12.6%"
"1345";"Scandinavian Tobacco";"65.60";"DKK";"Denmark";"STG";"Food and Beverage";"7924.5";"7.7";"-26.1%";"-0.3";"8.5%";"-45.4%"
"841";"Scanfil";"11.82";"EUR";"Finland";"SCANFL";"Technology";"8676.7";"18.8";"6.0%";"3.2";"18.1%";"21.6%"
"1108";"Scatec";"117.60";"NOK";"Norway";"SCATC";"Utilities";"19370.4";"17.9";"-20.2%";"-0.9";"7.5%";"37.1%"
"1203";"Schouw & Co.";"611.00";"DKK";"Denmark";"SCHO";"Industrials";"23065.3";"21.5";"-29.6%";"-0.7";"8.7%";"-14.3%"
"762";"Scibase";"0.33";"SEK";"Sweden";"SCIB";"Health Care";"335.4";"-1.4";"29.4%";;"-1881.8%";"-32.0%"
"1571";"Scout Gaming";"0.13";"SEK";"Sweden";"SCOUT";"Consumer Durables";"28.1";"-2.8";"-56.9%";;;"-39.8%"
"1438";"Sdiptech";"187.60";"SEK";"Sweden";"SDIP B";"Industrials";"7455.6";"-228.8";"-107.5%";;"5.9%";"-14.8%"
"1113";"Sea1 Offshore";"30.15";"NOK";"Norway";"SEA1";"Energy";"4768.2";"4.0";"-15.8%";"-0.3";"23.1%";"34.9%"
"1552";"Seafire";"8.00";"SEK";"Sweden";"SEAF";"Financials";"342.8";"-85.7";"97.0%";;"0.6%";"30.6%"
"1492";"Seamless Distribution Systems";"8.00";"SEK";"Sweden";"SDS";"Technology";"193.3";"-1.5";"-753.1%";;"-32.1%";"-5.1%"
"1399";"SeaTwirl";"20.30";"SEK";"Sweden";"STW";"Utilities";"121.5";"-4.0";"-63.1%";;"-229.4%";"221.8%"
"199";"SEB A";"181.30";"SEK";"Sweden";"SEB A";"Financials";"370341.0";"11.6";"-10.4%";"-1.1";"1.1%";"-5.0%"
